,logical_operation,text,text_index,lo_index
44372,"('s0', 's0', 's8', 's3')",s0,44372,0
44373,"('s0', 's0', 's8', 's3')",s0,44373,1
44374,"('s0', 's0', 's8', 's3')",s8,44374,2
44375,"('s0', 's0', 's8', 's3')",s3,44375,3
44376,"('s2', 's8', 's5')",s2,44376,0
44377,"('s2', 's8', 's5')",s8,44377,1
44378,"('s2', 's8', 's5')",s5,44378,2
44379,"('s2', 's8', 's5')",s2,44379,0
44380,"('s2', 's8', 's5')",s8,44380,1
44381,"('s2', 's8', 's5')",s5,44381,2
44382,"('s5', 's7', 's4', 's9', 's8')",s5,44382,0
44383,"('s5', 's7', 's4', 's9', 's8')",s7,44383,1
44384,"('s5', 's7', 's4', 's9', 's8')",s4,44384,2
44385,"('s5', 's7', 's4', 's9', 's8')",s9,44385,3
44386,"('s5', 's7', 's4', 's9', 's8')",s8,44386,4
44387,"('s0', 's0', 's8', 's3')",s0,44387,0
44388,"('s0', 's0', 's8', 's3')",s0,44388,1
44389,"('s0', 's0', 's8', 's3')",s8,44389,2
44390,"('s0', 's0', 's8', 's3')",s3,44390,3
44391,"('s5', 's7', 's4', 's9', 's8')",s5,44391,0
44392,"('s5', 's7', 's4', 's9', 's8')",s7,44392,1
44393,"('s5', 's7', 's4', 's9', 's8')",s4,44393,2
44394,"('s5', 's7', 's4', 's9', 's8')",s9,44394,3
44395,"('s5', 's7', 's4', 's9', 's8')",s8,44395,4
44396,"('s0', 's0', 's8', 's3')",s0,44396,0
44397,"('s0', 's0', 's8', 's3')",s0,44397,1
44398,"('s0', 's0', 's8', 's3')",s8,44398,2
44399,"('s0', 's0', 's8', 's3')",s3,44399,3
44400,"('s5', 's7', 's4', 's9', 's8')",s5,44400,0
44401,"('s5', 's7', 's4', 's9', 's8')",s7,44401,1
44402,"('s5', 's7', 's4', 's9', 's8')",s4,44402,2
44403,"('s5', 's7', 's4', 's9', 's8')",s9,44403,3
44404,"('s5', 's7', 's4', 's9', 's8')",s8,44404,4
44405,"('s7', 's3', 's4', 's1')",s7,44405,0
44406,"('s7', 's3', 's4', 's1')",s3,44406,1
44407,"('s7', 's3', 's4', 's1')",s4,44407,2
44408,"('s7', 's3', 's4', 's1')",s1,44408,3
44409,"('s5', 's7', 's4', 's9', 's8')",s5,44409,0
44410,"('s5', 's7', 's4', 's9', 's8')",s7,44410,1
44411,"('s5', 's7', 's4', 's9', 's8')",s4,44411,2
44412,"('s5', 's7', 's4', 's9', 's8')",s9,44412,3
44413,"('s5', 's7', 's4', 's9', 's8')",s8,44413,4
44414,"('s0', 's0', 's8', 's3')",s0,44414,0
44415,"('s0', 's0', 's8', 's3')",s0,44415,1
44416,"('s0', 's0', 's8', 's3')",s8,44416,2
44417,"('s0', 's0', 's8', 's3')",s3,44417,3
44418,"('s2', 's8', 's5')",s2,44418,0
44419,"('s2', 's8', 's5')",s8,44419,1
44420,"('s2', 's8', 's5')",s5,44420,2
44421,"('s5', 's7', 's4', 's9', 's8')",s5,44421,0
44422,"('s5', 's7', 's4', 's9', 's8')",s7,44422,1
44423,"('s5', 's7', 's4', 's9', 's8')",s4,44423,2
44424,"('s5', 's7', 's4', 's9', 's8')",s9,44424,3
44425,"('s5', 's7', 's4', 's9', 's8')",s8,44425,4
44426,"('s0', 's0', 's8', 's3')",s0,44426,0
44427,"('s0', 's0', 's8', 's3')",s0,44427,1
44428,"('s0', 's0', 's8', 's3')",s8,44428,2
44429,"('s0', 's0', 's8', 's3')",s3,44429,3
44430,"('s7', 's3', 's4', 's1')",s7,44430,0
44431,"('s7', 's3', 's4', 's1')",s3,44431,1
44432,"('s7', 's3', 's4', 's1')",s4,44432,2
44433,"('s7', 's3', 's4', 's1')",s1,44433,3
44434,"('s7', 's3', 's4', 's1')",s7,44434,0
44435,"('s7', 's3', 's4', 's1')",s3,44435,1
44436,"('s7', 's3', 's4', 's1')",s4,44436,2
44437,"('s7', 's3', 's4', 's1')",s1,44437,3
44438,"('s0', 's0', 's8', 's3')",s0,44438,0
44439,"('s0', 's0', 's8', 's3')",s0,44439,1
44440,"('s0', 's0', 's8', 's3')",s8,44440,2
44441,"('s0', 's0', 's8', 's3')",s3,44441,3
44442,"('s5', 's7', 's4', 's9', 's8')",s5,44442,0
44443,"('s5', 's7', 's4', 's9', 's8')",s7,44443,1
44444,"('s5', 's7', 's4', 's9', 's8')",s4,44444,2
44445,"('s5', 's7', 's4', 's9', 's8')",s9,44445,3
44446,"('s5', 's7', 's4', 's9', 's8')",s8,44446,4
44447,"('s0', 's0', 's8', 's3')",s0,44447,0
44448,"('s0', 's0', 's8', 's3')",s0,44448,1
44449,"('s0', 's0', 's8', 's3')",s8,44449,2
44450,"('s0', 's0', 's8', 's3')",s3,44450,3
44451,"('s0', 's0', 's8', 's3')",s0,44451,0
44452,"('s0', 's0', 's8', 's3')",s0,44452,1
44453,"('s0', 's0', 's8', 's3')",s8,44453,2
44454,"('s0', 's0', 's8', 's3')",s3,44454,3
44455,"('s3', 's9', 's6', 's4')",s3,44455,0
44456,"('s3', 's9', 's6', 's4')",s9,44456,1
44457,"('s3', 's9', 's6', 's4')",s6,44457,2
44458,"('s3', 's9', 's6', 's4')",s4,44458,3
44459,"('s3', 's9', 's6', 's4')",s3,44459,0
44460,"('s3', 's9', 's6', 's4')",s9,44460,1
44461,"('s3', 's9', 's6', 's4')",s6,44461,2
44462,"('s3', 's9', 's6', 's4')",s4,44462,3
44463,"('s3', 's9', 's6', 's4')",s3,44463,0
44464,"('s3', 's9', 's6', 's4')",s9,44464,1
44465,"('s3', 's9', 's6', 's4')",s6,44465,2
44466,"('s3', 's9', 's6', 's4')",s4,44466,3
44467,"('s7', 's3', 's4', 's1')",s7,44467,0
44468,"('s7', 's3', 's4', 's1')",s3,44468,1
44469,"('s7', 's3', 's4', 's1')",s4,44469,2
44470,"('s7', 's3', 's4', 's1')",s1,44470,3
44471,"('s7', 's3', 's4', 's1')",s7,44471,0
44472,"('s7', 's3', 's4', 's1')",s3,44472,1
44473,"('s7', 's3', 's4', 's1')",s4,44473,2
44474,"('s7', 's3', 's4', 's1')",s1,44474,3
44475,"('s0', 's0', 's8', 's3')",s0,44475,0
44476,"('s0', 's0', 's8', 's3')",s0,44476,1
44477,"('s0', 's0', 's8', 's3')",s8,44477,2
44478,"('s0', 's0', 's8', 's3')",s3,44478,3
44479,"('s7', 's3', 's4', 's1')",s7,44479,0
44480,"('s7', 's3', 's4', 's1')",s3,44480,1
44481,"('s7', 's3', 's4', 's1')",s4,44481,2
44482,"('s7', 's3', 's4', 's1')",s1,44482,3
44483,"('s5', 's7', 's4', 's9', 's8')",s5,44483,0
44484,"('s5', 's7', 's4', 's9', 's8')",s7,44484,1
44485,"('s5', 's7', 's4', 's9', 's8')",s4,44485,2
44486,"('s5', 's7', 's4', 's9', 's8')",s9,44486,3
44487,"('s5', 's7', 's4', 's9', 's8')",s8,44487,4
44488,"('s0', 's0', 's8', 's3')",s0,44488,0
44489,"('s0', 's0', 's8', 's3')",s0,44489,1
44490,"('s0', 's0', 's8', 's3')",s8,44490,2
44491,"('s0', 's0', 's8', 's3')",s3,44491,3
44492,"('s0', 's0', 's8', 's3')",s0,44492,0
44493,"('s0', 's0', 's8', 's3')",s0,44493,1
44494,"('s0', 's0', 's8', 's3')",s8,44494,2
44495,"('s0', 's0', 's8', 's3')",s3,44495,3
44496,"('s0', 's0', 's8', 's3')",s0,44496,0
44497,"('s0', 's0', 's8', 's3')",s0,44497,1
44498,"('s0', 's0', 's8', 's3')",s8,44498,2
44499,"('s0', 's0', 's8', 's3')",s3,44499,3
44500,"('s5', 's7', 's4', 's9', 's8')",s5,44500,0
44501,"('s5', 's7', 's4', 's9', 's8')",s7,44501,1
44502,"('s5', 's7', 's4', 's9', 's8')",s4,44502,2
44503,"('s5', 's7', 's4', 's9', 's8')",s9,44503,3
44504,"('s5', 's7', 's4', 's9', 's8')",s8,44504,4
44505,"('s3', 's9', 's6', 's4')",s3,44505,0
44506,"('s3', 's9', 's6', 's4')",s9,44506,1
44507,"('s3', 's9', 's6', 's4')",s6,44507,2
44508,"('s3', 's9', 's6', 's4')",s4,44508,3
44509,"('s5', 's7', 's4', 's9', 's8')",s5,44509,0
44510,"('s5', 's7', 's4', 's9', 's8')",s7,44510,1
44511,"('s5', 's7', 's4', 's9', 's8')",s4,44511,2
44512,"('s5', 's7', 's4', 's9', 's8')",s9,44512,3
44513,"('s5', 's7', 's4', 's9', 's8')",s8,44513,4
44514,"('s0', 's0', 's8', 's3')",s0,44514,0
44515,"('s0', 's0', 's8', 's3')",s0,44515,1
44516,"('s0', 's0', 's8', 's3')",s8,44516,2
44517,"('s0', 's0', 's8', 's3')",s3,44517,3
44518,"('s2', 's8', 's5')",s2,44518,0
44519,"('s2', 's8', 's5')",s8,44519,1
44520,"('s2', 's8', 's5')",s5,44520,2
44521,"('s5', 's7', 's4', 's9', 's8')",s5,44521,0
44522,"('s5', 's7', 's4', 's9', 's8')",s7,44522,1
44523,"('s5', 's7', 's4', 's9', 's8')",s4,44523,2
44524,"('s5', 's7', 's4', 's9', 's8')",s9,44524,3
44525,"('s5', 's7', 's4', 's9', 's8')",s8,44525,4
44526,"('s5', 's7', 's4', 's9', 's8')",s5,44526,0
44527,"('s5', 's7', 's4', 's9', 's8')",s7,44527,1
44528,"('s5', 's7', 's4', 's9', 's8')",s4,44528,2
44529,"('s5', 's7', 's4', 's9', 's8')",s9,44529,3
44530,"('s5', 's7', 's4', 's9', 's8')",s8,44530,4
44531,"('s0', 's0', 's8', 's3')",s0,44531,0
44532,"('s0', 's0', 's8', 's3')",s0,44532,1
44533,"('s0', 's0', 's8', 's3')",s8,44533,2
44534,"('s0', 's0', 's8', 's3')",s3,44534,3
44535,"('s2', 's8', 's5')",s2,44535,0
44536,"('s2', 's8', 's5')",s8,44536,1
44537,"('s2', 's8', 's5')",s5,44537,2
44538,"('s7', 's3', 's4', 's1')",s7,44538,0
44539,"('s7', 's3', 's4', 's1')",s3,44539,1
44540,"('s7', 's3', 's4', 's1')",s4,44540,2
44541,"('s7', 's3', 's4', 's1')",s1,44541,3
44542,"('s3', 's9', 's6', 's4')",s3,44542,0
44543,"('s3', 's9', 's6', 's4')",s9,44543,1
44544,"('s3', 's9', 's6', 's4')",s6,44544,2
44545,"('s3', 's9', 's6', 's4')",s4,44545,3
44546,"('s2', 's8', 's5')",s2,44546,0
44547,"('s2', 's8', 's5')",s8,44547,1
44548,"('s2', 's8', 's5')",s5,44548,2
44549,"('s0', 's0', 's8', 's3')",s0,44549,0
44550,"('s0', 's0', 's8', 's3')",s0,44550,1
44551,"('s0', 's0', 's8', 's3')",s8,44551,2
44552,"('s0', 's0', 's8', 's3')",s3,44552,3
44553,"('s5', 's7', 's4', 's9', 's8')",s5,44553,0
44554,"('s5', 's7', 's4', 's9', 's8')",s7,44554,1
44555,"('s5', 's7', 's4', 's9', 's8')",s4,44555,2
44556,"('s5', 's7', 's4', 's9', 's8')",s9,44556,3
44557,"('s5', 's7', 's4', 's9', 's8')",s8,44557,4
44558,"('s3', 's9', 's6', 's4')",s3,44558,0
44559,"('s3', 's9', 's6', 's4')",s9,44559,1
44560,"('s3', 's9', 's6', 's4')",s6,44560,2
44561,"('s3', 's9', 's6', 's4')",s4,44561,3
44562,"('s2', 's8', 's5')",s2,44562,0
44563,"('s2', 's8', 's5')",s8,44563,1
44564,"('s2', 's8', 's5')",s5,44564,2
44565,"('s2', 's8', 's5')",s2,44565,0
44566,"('s2', 's8', 's5')",s8,44566,1
44567,"('s2', 's8', 's5')",s5,44567,2
44568,"('s7', 's3', 's4', 's1')",s7,44568,0
44569,"('s7', 's3', 's4', 's1')",s3,44569,1
44570,"('s7', 's3', 's4', 's1')",s4,44570,2
44571,"('s7', 's3', 's4', 's1')",s1,44571,3
44572,"('s0', 's0', 's8', 's3')",s0,44572,0
44573,"('s0', 's0', 's8', 's3')",s0,44573,1
44574,"('s0', 's0', 's8', 's3')",s8,44574,2
44575,"('s0', 's0', 's8', 's3')",s3,44575,3
44576,"('s3', 's9', 's6', 's4')",s3,44576,0
44577,"('s3', 's9', 's6', 's4')",s9,44577,1
44578,"('s3', 's9', 's6', 's4')",s6,44578,2
44579,"('s3', 's9', 's6', 's4')",s4,44579,3
44580,"('s5', 's7', 's4', 's9', 's8')",s5,44580,0
44581,"('s5', 's7', 's4', 's9', 's8')",s7,44581,1
44582,"('s5', 's7', 's4', 's9', 's8')",s4,44582,2
44583,"('s5', 's7', 's4', 's9', 's8')",s9,44583,3
44584,"('s5', 's7', 's4', 's9', 's8')",s8,44584,4
44585,"('s0', 's0', 's8', 's3')",s0,44585,0
44586,"('s0', 's0', 's8', 's3')",s0,44586,1
44587,"('s0', 's0', 's8', 's3')",s8,44587,2
44588,"('s0', 's0', 's8', 's3')",s3,44588,3
44589,"('s3', 's9', 's6', 's4')",s3,44589,0
44590,"('s3', 's9', 's6', 's4')",s9,44590,1
44591,"('s3', 's9', 's6', 's4')",s6,44591,2
44592,"('s3', 's9', 's6', 's4')",s4,44592,3
44593,"('s7', 's3', 's4', 's1')",s7,44593,0
44594,"('s7', 's3', 's4', 's1')",s3,44594,1
44595,"('s7', 's3', 's4', 's1')",s4,44595,2
44596,"('s7', 's3', 's4', 's1')",s1,44596,3
44597,"('s5', 's7', 's4', 's9', 's8')",s5,44597,0
44598,"('s5', 's7', 's4', 's9', 's8')",s7,44598,1
44599,"('s5', 's7', 's4', 's9', 's8')",s4,44599,2
44600,"('s5', 's7', 's4', 's9', 's8')",s9,44600,3
44601,"('s5', 's7', 's4', 's9', 's8')",s8,44601,4
44602,"('s7', 's3', 's4', 's1')",s7,44602,0
44603,"('s7', 's3', 's4', 's1')",s3,44603,1
44604,"('s7', 's3', 's4', 's1')",s4,44604,2
44605,"('s7', 's3', 's4', 's1')",s1,44605,3
44606,"('s0', 's0', 's8', 's3')",s0,44606,0
44607,"('s0', 's0', 's8', 's3')",s0,44607,1
44608,"('s0', 's0', 's8', 's3')",s8,44608,2
44609,"('s0', 's0', 's8', 's3')",s3,44609,3
44610,"('s0', 's0', 's8', 's3')",s0,44610,0
44611,"('s0', 's0', 's8', 's3')",s0,44611,1
44612,"('s0', 's0', 's8', 's3')",s8,44612,2
44613,"('s0', 's0', 's8', 's3')",s3,44613,3
44614,"('s5', 's7', 's4', 's9', 's8')",s5,44614,0
44615,"('s5', 's7', 's4', 's9', 's8')",s7,44615,1
44616,"('s5', 's7', 's4', 's9', 's8')",s4,44616,2
44617,"('s5', 's7', 's4', 's9', 's8')",s9,44617,3
44618,"('s5', 's7', 's4', 's9', 's8')",s8,44618,4
44619,"('s0', 's0', 's8', 's3')",s0,44619,0
44620,"('s0', 's0', 's8', 's3')",s0,44620,1
44621,"('s0', 's0', 's8', 's3')",s8,44621,2
44622,"('s0', 's0', 's8', 's3')",s3,44622,3
44623,"('s7', 's3', 's4', 's1')",s7,44623,0
44624,"('s7', 's3', 's4', 's1')",s3,44624,1
44625,"('s7', 's3', 's4', 's1')",s4,44625,2
44626,"('s7', 's3', 's4', 's1')",s1,44626,3
44627,"('s3', 's9', 's6', 's4')",s3,44627,0
44628,"('s3', 's9', 's6', 's4')",s9,44628,1
44629,"('s3', 's9', 's6', 's4')",s6,44629,2
44630,"('s3', 's9', 's6', 's4')",s4,44630,3
44631,"('s0', 's0', 's8', 's3')",s0,44631,0
44632,"('s0', 's0', 's8', 's3')",s0,44632,1
44633,"('s0', 's0', 's8', 's3')",s8,44633,2
44634,"('s0', 's0', 's8', 's3')",s3,44634,3
44635,"('s5', 's7', 's4', 's9', 's8')",s5,44635,0
44636,"('s5', 's7', 's4', 's9', 's8')",s7,44636,1
44637,"('s5', 's7', 's4', 's9', 's8')",s4,44637,2
44638,"('s5', 's7', 's4', 's9', 's8')",s9,44638,3
44639,"('s5', 's7', 's4', 's9', 's8')",s8,44639,4
44640,"('s7', 's3', 's4', 's1')",s7,44640,0
44641,"('s7', 's3', 's4', 's1')",s3,44641,1
44642,"('s7', 's3', 's4', 's1')",s4,44642,2
44643,"('s7', 's3', 's4', 's1')",s1,44643,3
44644,"('s2', 's8', 's5')",s2,44644,0
44645,"('s2', 's8', 's5')",s8,44645,1
44646,"('s2', 's8', 's5')",s5,44646,2
44647,"('s5', 's7', 's4', 's9', 's8')",s5,44647,0
44648,"('s5', 's7', 's4', 's9', 's8')",s7,44648,1
44649,"('s5', 's7', 's4', 's9', 's8')",s4,44649,2
44650,"('s5', 's7', 's4', 's9', 's8')",s9,44650,3
44651,"('s5', 's7', 's4', 's9', 's8')",s8,44651,4
44652,"('s3', 's9', 's6', 's4')",s3,44652,0
44653,"('s3', 's9', 's6', 's4')",s9,44653,1
44654,"('s3', 's9', 's6', 's4')",s6,44654,2
44655,"('s3', 's9', 's6', 's4')",s4,44655,3
44656,"('s0', 's0', 's8', 's3')",s0,44656,0
44657,"('s0', 's0', 's8', 's3')",s0,44657,1
44658,"('s0', 's0', 's8', 's3')",s8,44658,2
44659,"('s0', 's0', 's8', 's3')",s3,44659,3
44660,"('s0', 's0', 's8', 's3')",s0,44660,0
44661,"('s0', 's0', 's8', 's3')",s0,44661,1
44662,"('s0', 's0', 's8', 's3')",s8,44662,2
44663,"('s0', 's0', 's8', 's3')",s3,44663,3
44664,"('s5', 's7', 's4', 's9', 's8')",s5,44664,0
44665,"('s5', 's7', 's4', 's9', 's8')",s7,44665,1
44666,"('s5', 's7', 's4', 's9', 's8')",s4,44666,2
44667,"('s5', 's7', 's4', 's9', 's8')",s9,44667,3
44668,"('s5', 's7', 's4', 's9', 's8')",s8,44668,4
44669,"('s7', 's3', 's4', 's1')",s7,44669,0
44670,"('s7', 's3', 's4', 's1')",s3,44670,1
44671,"('s7', 's3', 's4', 's1')",s4,44671,2
44672,"('s7', 's3', 's4', 's1')",s1,44672,3
44673,"('s7', 's3', 's4', 's1')",s7,44673,0
44674,"('s7', 's3', 's4', 's1')",s3,44674,1
44675,"('s7', 's3', 's4', 's1')",s4,44675,2
44676,"('s7', 's3', 's4', 's1')",s1,44676,3
44677,"('s0', 's0', 's8', 's3')",s0,44677,0
44678,"('s0', 's0', 's8', 's3')",s0,44678,1
44679,"('s0', 's0', 's8', 's3')",s8,44679,2
44680,"('s0', 's0', 's8', 's3')",s3,44680,3
44681,"('s7', 's3', 's4', 's1')",s7,44681,0
44682,"('s7', 's3', 's4', 's1')",s3,44682,1
44683,"('s7', 's3', 's4', 's1')",s4,44683,2
44684,"('s7', 's3', 's4', 's1')",s1,44684,3
44685,"('s0', 's0', 's8', 's3')",s0,44685,0
44686,"('s0', 's0', 's8', 's3')",s0,44686,1
44687,"('s0', 's0', 's8', 's3')",s8,44687,2
44688,"('s0', 's0', 's8', 's3')",s3,44688,3
44689,"('s0', 's0', 's8', 's3')",s0,44689,0
44690,"('s0', 's0', 's8', 's3')",s0,44690,1
44691,"('s0', 's0', 's8', 's3')",s8,44691,2
44692,"('s0', 's0', 's8', 's3')",s3,44692,3
44693,"('s5', 's7', 's4', 's9', 's8')",s5,44693,0
44694,"('s5', 's7', 's4', 's9', 's8')",s7,44694,1
44695,"('s5', 's7', 's4', 's9', 's8')",s4,44695,2
44696,"('s5', 's7', 's4', 's9', 's8')",s9,44696,3
44697,"('s5', 's7', 's4', 's9', 's8')",s8,44697,4
44698,"('s7', 's3', 's4', 's1')",s7,44698,0
44699,"('s7', 's3', 's4', 's1')",s3,44699,1
44700,"('s7', 's3', 's4', 's1')",s4,44700,2
44701,"('s7', 's3', 's4', 's1')",s1,44701,3
44702,"('s0', 's0', 's8', 's3')",s0,44702,0
44703,"('s0', 's0', 's8', 's3')",s0,44703,1
44704,"('s0', 's0', 's8', 's3')",s8,44704,2
44705,"('s0', 's0', 's8', 's3')",s3,44705,3
44706,"('s0', 's0', 's8', 's3')",s0,44706,0
44707,"('s0', 's0', 's8', 's3')",s0,44707,1
44708,"('s0', 's0', 's8', 's3')",s8,44708,2
44709,"('s0', 's0', 's8', 's3')",s3,44709,3
44710,"('s0', 's0', 's8', 's3')",s0,44710,0
44711,"('s0', 's0', 's8', 's3')",s0,44711,1
44712,"('s0', 's0', 's8', 's3')",s8,44712,2
44713,"('s0', 's0', 's8', 's3')",s3,44713,3
44714,"('s0', 's0', 's8', 's3')",s0,44714,0
44715,"('s0', 's0', 's8', 's3')",s0,44715,1
44716,"('s0', 's0', 's8', 's3')",s8,44716,2
44717,"('s0', 's0', 's8', 's3')",s3,44717,3
44718,"('s7', 's3', 's4', 's1')",s7,44718,0
44719,"('s7', 's3', 's4', 's1')",s3,44719,1
44720,"('s7', 's3', 's4', 's1')",s4,44720,2
44721,"('s7', 's3', 's4', 's1')",s1,44721,3
44722,"('s0', 's0', 's8', 's3')",s0,44722,0
44723,"('s0', 's0', 's8', 's3')",s0,44723,1
44724,"('s0', 's0', 's8', 's3')",s8,44724,2
44725,"('s0', 's0', 's8', 's3')",s3,44725,3
44726,"('s0', 's0', 's8', 's3')",s0,44726,0
44727,"('s0', 's0', 's8', 's3')",s0,44727,1
44728,"('s0', 's0', 's8', 's3')",s8,44728,2
44729,"('s0', 's0', 's8', 's3')",s3,44729,3
44730,"('s0', 's0', 's8', 's3')",s0,44730,0
44731,"('s0', 's0', 's8', 's3')",s0,44731,1
44732,"('s0', 's0', 's8', 's3')",s8,44732,2
44733,"('s0', 's0', 's8', 's3')",s3,44733,3
44734,"('s0', 's0', 's8', 's3')",s0,44734,0
44735,"('s0', 's0', 's8', 's3')",s0,44735,1
44736,"('s0', 's0', 's8', 's3')",s8,44736,2
44737,"('s0', 's0', 's8', 's3')",s3,44737,3
44738,"('s2', 's8', 's5')",s2,44738,0
44739,"('s2', 's8', 's5')",s8,44739,1
44740,"('s2', 's8', 's5')",s5,44740,2
44741,"('s0', 's0', 's8', 's3')",s0,44741,0
44742,"('s0', 's0', 's8', 's3')",s0,44742,1
44743,"('s0', 's0', 's8', 's3')",s8,44743,2
44744,"('s0', 's0', 's8', 's3')",s3,44744,3
44745,"('s0', 's0', 's8', 's3')",s0,44745,0
44746,"('s0', 's0', 's8', 's3')",s0,44746,1
44747,"('s0', 's0', 's8', 's3')",s8,44747,2
44748,"('s0', 's0', 's8', 's3')",s3,44748,3
44749,"('s5', 's7', 's4', 's9', 's8')",s5,44749,0
44750,"('s5', 's7', 's4', 's9', 's8')",s7,44750,1
44751,"('s5', 's7', 's4', 's9', 's8')",s4,44751,2
44752,"('s5', 's7', 's4', 's9', 's8')",s9,44752,3
44753,"('s5', 's7', 's4', 's9', 's8')",s8,44753,4
44754,"('s5', 's7', 's4', 's9', 's8')",s5,44754,0
44755,"('s5', 's7', 's4', 's9', 's8')",s7,44755,1
44756,"('s5', 's7', 's4', 's9', 's8')",s4,44756,2
44757,"('s5', 's7', 's4', 's9', 's8')",s9,44757,3
44758,"('s5', 's7', 's4', 's9', 's8')",s8,44758,4
44759,"('s5', 's7', 's4', 's9', 's8')",s5,44759,0
44760,"('s5', 's7', 's4', 's9', 's8')",s7,44760,1
44761,"('s5', 's7', 's4', 's9', 's8')",s4,44761,2
44762,"('s5', 's7', 's4', 's9', 's8')",s9,44762,3
44763,"('s5', 's7', 's4', 's9', 's8')",s8,44763,4
44764,"('s3', 's9', 's6', 's4')",s3,44764,0
44765,"('s3', 's9', 's6', 's4')",s9,44765,1
44766,"('s3', 's9', 's6', 's4')",s6,44766,2
44767,"('s3', 's9', 's6', 's4')",s4,44767,3
44768,"('s3', 's9', 's6', 's4')",s3,44768,0
44769,"('s3', 's9', 's6', 's4')",s9,44769,1
44770,"('s3', 's9', 's6', 's4')",s6,44770,2
44771,"('s3', 's9', 's6', 's4')",s4,44771,3
44772,"('s0', 's0', 's8', 's3')",s0,44772,0
44773,"('s0', 's0', 's8', 's3')",s0,44773,1
44774,"('s0', 's0', 's8', 's3')",s8,44774,2
44775,"('s0', 's0', 's8', 's3')",s3,44775,3
44776,"('s0', 's0', 's8', 's3')",s0,44776,0
44777,"('s0', 's0', 's8', 's3')",s0,44777,1
44778,"('s0', 's0', 's8', 's3')",s8,44778,2
44779,"('s0', 's0', 's8', 's3')",s3,44779,3
44780,"('s2', 's8', 's5')",s2,44780,0
44781,"('s2', 's8', 's5')",s8,44781,1
44782,"('s2', 's8', 's5')",s5,44782,2
44783,"('s0', 's0', 's8', 's3')",s0,44783,0
44784,"('s0', 's0', 's8', 's3')",s0,44784,1
44785,"('s0', 's0', 's8', 's3')",s8,44785,2
44786,"('s0', 's0', 's8', 's3')",s3,44786,3
44787,"('s7', 's3', 's4', 's1')",s7,44787,0
44788,"('s7', 's3', 's4', 's1')",s3,44788,1
44789,"('s7', 's3', 's4', 's1')",s4,44789,2
44790,"('s7', 's3', 's4', 's1')",s1,44790,3
44791,"('s2', 's8', 's5')",s2,44791,0
44792,"('s2', 's8', 's5')",s8,44792,1
44793,"('s2', 's8', 's5')",s5,44793,2
44794,"('s7', 's3', 's4', 's1')",s7,44794,0
44795,"('s7', 's3', 's4', 's1')",s3,44795,1
44796,"('s7', 's3', 's4', 's1')",s4,44796,2
44797,"('s7', 's3', 's4', 's1')",s1,44797,3
44798,"('s2', 's8', 's5')",s2,44798,0
44799,"('s2', 's8', 's5')",s8,44799,1
44800,"('s2', 's8', 's5')",s5,44800,2
44801,"('s2', 's8', 's5')",s2,44801,0
44802,"('s2', 's8', 's5')",s8,44802,1
44803,"('s2', 's8', 's5')",s5,44803,2
44804,"('s7', 's3', 's4', 's1')",s7,44804,0
44805,"('s7', 's3', 's4', 's1')",s3,44805,1
44806,"('s7', 's3', 's4', 's1')",s4,44806,2
44807,"('s7', 's3', 's4', 's1')",s1,44807,3
44808,"('s0', 's0', 's8', 's3')",s0,44808,0
44809,"('s0', 's0', 's8', 's3')",s0,44809,1
44810,"('s0', 's0', 's8', 's3')",s8,44810,2
44811,"('s0', 's0', 's8', 's3')",s3,44811,3
44812,"('s0', 's0', 's8', 's3')",s0,44812,0
44813,"('s0', 's0', 's8', 's3')",s0,44813,1
44814,"('s0', 's0', 's8', 's3')",s8,44814,2
44815,"('s0', 's0', 's8', 's3')",s3,44815,3
44816,"('s3', 's9', 's6', 's4')",s3,44816,0
44817,"('s3', 's9', 's6', 's4')",s9,44817,1
44818,"('s3', 's9', 's6', 's4')",s6,44818,2
44819,"('s3', 's9', 's6', 's4')",s4,44819,3
44820,"('s5', 's7', 's4', 's9', 's8')",s5,44820,0
44821,"('s5', 's7', 's4', 's9', 's8')",s7,44821,1
44822,"('s5', 's7', 's4', 's9', 's8')",s4,44822,2
44823,"('s5', 's7', 's4', 's9', 's8')",s9,44823,3
44824,"('s5', 's7', 's4', 's9', 's8')",s8,44824,4
44825,"('s0', 's0', 's8', 's3')",s0,44825,0
44826,"('s0', 's0', 's8', 's3')",s0,44826,1
44827,"('s0', 's0', 's8', 's3')",s8,44827,2
44828,"('s0', 's0', 's8', 's3')",s3,44828,3
44829,"('s5', 's7', 's4', 's9', 's8')",s5,44829,0
44830,"('s5', 's7', 's4', 's9', 's8')",s7,44830,1
44831,"('s5', 's7', 's4', 's9', 's8')",s4,44831,2
44832,"('s5', 's7', 's4', 's9', 's8')",s9,44832,3
44833,"('s5', 's7', 's4', 's9', 's8')",s8,44833,4
44834,"('s0', 's0', 's8', 's3')",s0,44834,0
44835,"('s0', 's0', 's8', 's3')",s0,44835,1
44836,"('s0', 's0', 's8', 's3')",s8,44836,2
44837,"('s0', 's0', 's8', 's3')",s3,44837,3
44838,"('s7', 's3', 's4', 's1')",s7,44838,0
44839,"('s7', 's3', 's4', 's1')",s3,44839,1
44840,"('s7', 's3', 's4', 's1')",s4,44840,2
44841,"('s7', 's3', 's4', 's1')",s1,44841,3
44842,"('s5', 's7', 's4', 's9', 's8')",s5,44842,0
